gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,NumAddOnServices,HasSecuritySupport,HasStreaming,IsMonthToMonth,IsLongTermContract,IsAutoPayment,IsElectronicCheck,AvgChargePerMonth,ChargeGap,TenureGroup,TenureFlag_Short,HighMonthlyCharges,HighTotalCharges
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,0,0,0,0,1,1,2,0,1,0,1,0,0,89.12045454545455,-135.74999999999955,25_48,0,1,1
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,0,0,0,0,0,0,0,0,0,0,1,1,0,18.674657534246574,-33.549999999999955,49_plus,0,0,0
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,1,1,0,0,1,0,3,1,1,1,0,0,1,93.55178571428571,-82.35000000000036,49_plus,0,1,1
Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,1,0,1,1,0,0,3,1,0,0,1,1,0,57.40094339622642,28.84999999999991,49_plus,0,0,1
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,0,1,1,0,1,0,3,0,1,1,0,0,1,89.86590909090908,13.149999999999636,25_48,0,1,1
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,75.47763157894737,37.65000000000009,25_48,0,1,1
Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,0,1,0,1,1,1,4,1,1,0,1,0,1,52.66923076923077,-70.90000000000009,49_plus,0,0,1
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,1,1,0,0,1,0,3,1,1,1,0,0,1,62.1,-21.14999999999995,0_12,1,1,0
Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,1,0,0,0,0,0,1,1,0,0,1,1,0,30.44189189189189,8.549999999999955,25_48,0,0,0
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,1,0,0,0,1,1,3,1,1,1,0,0,1,96.78636363636365,62.15000000000009,0_12,1,1,0
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.88452380952381,-11.5,25_48,0,0,0
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,0,1,0,1,0,0,2,1,0,1,0,1,0,76.84285714285714,-148.80000000000018,25_48,0,1,1
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,0,0,1,0,1,1,3,0,1,0,1,1,0,96.76228070175438,-73.35000000000036,49_plus,0,1,1
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,0,0,0,0,0,0,0,0,0,1,0,0,0,16.107142857142858,-11.449999999999989,0_12,1,0,0
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,57.3875,6.349999999999994,0_12,1,1,0
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,1,0,0,0,0,0,1,1,0,1,0,0,0,43.79375,-4.550000000000011,0_12,1,0,0
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0,0,0,0,0,0,0,0,0,1,0,0,0,12.58,-20.500000000000007,0_12,1,0,0
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,1,0,0,1,1,0,3,1,1,0,1,0,1,89.0485294117647,92.30000000000018,25_48,0,1,1
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,0,0,1,0,0,0,1,0,0,1,0,0,1,76.26785714285714,28.15000000000009,25_48,0,1,1
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,0,0,0,0,0,0,0,0,0,0,1,1,0,23.615753424657534,28.34999999999991,49_plus,0,0,1
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0,0,0,0,0,0,0,0,0,1,0,0,0,9.875,0.0,0_12,1,0,0
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,1,1,0,0,1,1,4,1,1,0,1,0,1,55.35208333333333,-22.600000000000364,49_plus,0,0,1
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,0,0,0,0,0,1,1,0,1,1,0,0,1,86.83214285714287,98.29999999999995,13_24,0,1,0
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,1,1,0,1,1,5,1,1,1,0,1,0,57.79423076923077,37.65000000000009,25_48,0,0,1
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,0,0,0,1,0,0,1,1,0,0,1,1,0,47.942647058823525,-126.75,49_plus,0,0,1
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,17.725,0.0,0_12,1,0,0
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,27.083333333333332,-7.450000000000003,0_12,1,0,0
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,0,0,0,0,0,0,0,0,0,0,1,1,0,27.004545454545454,83.10000000000014,25_48,0,0,0
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,1,0,0,0,0,0,1,1,0,1,0,1,0,74.10416666666667,53.5,13_24,0,1,1
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.657692307692308,-15.049999999999955,49_plus,0,0,0
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,0,0,0,0,0,0,0,0,0,0,1,0,0,20.181896551724137,53.34999999999991,49_plus,0,0,0
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,35.225,0.0,0_12,1,1,0
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,1,1,1,1,1,1,6,1,1,0,1,1,0,88.02260273972603,86.05000000000018,49_plus,0,1,1
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,0,0,1,0,1,3,1,1,1,0,0,1,62.62777777777777,-5.550000000000068,0_12,1,1,0
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,0,1,0,0,1,1,3,0,1,0,1,1,0,96.31048387096774,-192.80000000000018,49_plus,0,1,1
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,1,1,0,0,0,0,2,1,0,0,1,1,0,81.37,-106.14999999999964,49_plus,0,1,1
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,0,0,0,0,0,0,0,0,0,0,1,1,0,24.391666666666666,55.75,49_plus,0,0,1
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,1,1,0,1,1,0,4,1,1,0,1,1,0,97.22272727272727,-21.550000000000182,49_plus,0,1,1
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0,0,0,0,0,0,0,0,0,0,1,0,0,15.3375,2.549999999999997,0_12,1,0,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,22.825,0.0,0_12,1,0,0
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,0,1,1,0,1,0,3,0,1,0,1,1,0,62.25645161290323,-5.0499999999999545,25_48,0,0,1
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,0,1,1,1,0,1,4,1,1,1,0,0,0,66.9625,28.90000000000009,13_24,0,0,0
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0,0,0,1,1,1,3,1,1,1,0,0,1,62.705555555555556,15.950000000000045,0_12,1,0,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,0,0,0,0,1,1,2,0,1,1,0,0,0,81.9375,-9.5,0_12,1,1,0
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,1,1,1,0,1,1,5,1,1,0,1,1,0,111.69788732394366,360.0500000000002,49_plus,0,1,1
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,1,1,1,1,1,1,6,1,1,0,1,0,1,82.78174603174604,-122.94999999999982,49_plus,0,1,1
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0,0,0,0,0,0,0,0,0,1,0,0,0,16.214285714285715,-4.699999999999989,0_12,1,0,0
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,0,0,0,0,0,1,1,0,1,1,0,1,0,76.85333333333332,20.199999999999818,13_24,0,1,0
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,0,0,0,0,1,0,1,0,1,1,0,1,0,79.21521739130435,-29.350000000000136,13_24,0,1,1
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,0,0,0,0,0,0,0,0,0,0,1,0,0,18.256521739130434,-23.399999999999977,13_24,0,0,0
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,1,0,1,0,1,0,3,1,1,0,1,0,0,60.23529411764706,-4.0,13_24,0,0,0
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,0,0,0,0,0,0,0,0,0,0,1,1,0,22.87272727272727,-5.400000000000006,0_12,1,0,0
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,1,1,0,0,0,0,2,1,0,1,0,0,1,54.61071428571428,36.549999999999955,13_24,0,0,0
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,0,0,0,0,0,1,1,0,1,0,0,1,75.82619047619048,-55.65000000000009,13_24,0,1,1
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0,0,0,0,0,0,0,0,0,1,0,0,1,45.06666666666666,-4.200000000000017,0_12,1,0,0
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,0,1,1,1,0,1,4,1,1,0,1,1,0,73.30092592592592,41.54999999999973,49_plus,0,1,1
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.491666666666667,7.299999999999983,0_12,1,0,0
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.477857142857143,-9.649999999999864,49_plus,0,0,0
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,0,0,0,0,0,0,0,0,0,1,0,1,0,54.6,-10.600000000000023,0_12,1,1,0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,1,1,1,1,1,1,6,1,1,0,1,1,0,85.67739726027396,-157.14999999999964,49_plus,0,1,1
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,0,1,1,0,0,1,3,0,1,1,0,0,1,44.93559322033898,23.800000000000182,49_plus,0,0,1
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,0,0,0,0,0,0,0,0,0,1,0,0,1,18.905882352941177,-5.0,13_24,0,0,0
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,1,0,1,1,0,0,3,1,0,0,1,1,0,80.4375,-83.5,25_48,0,1,1
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,0,0,1,1,1,1,4,1,1,1,0,0,1,80.93333333333334,34.0,0_12,1,1,0
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,0,1,1,1,1,1,5,1,1,0,1,0,0,78.78333333333333,34.450000000000045,13_24,0,1,0
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,0,0,1,0,1,1,3,0,1,0,1,1,0,92.59629629629629,-26.849999999999454,49_plus,0,1,1
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.834848484848482,-3.050000000000068,25_48,0,0,0
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,0,0,0,0,0,0,0,0,0,1,0,0,1,22.291428571428572,-59.59999999999991,25_48,0,0,0
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,71.60625,28.950000000000045,13_24,0,1,0
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,0,0,0,0,0,1,1,0,1,0,1,0,62.95,-31.549999999999955,0_12,1,1,0
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,0,1,1,0,1,1,4,0,1,1,0,1,0,97.453125,-21.0,13_24,0,1,1
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,0,0,0,0,0,0,0,0,0,0,1,1,0,20.193548387096776,-1.5499999999999545,49_plus,0,0,0
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,0,1,0,0,0,0,1,0,0,1,0,1,0,14.975,0.0,0_12,1,0,0
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0,0,0,0,0,0,0,0,0,1,0,0,0,22.65,0.0,0_12,1,0,0
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,0,0,0,0,0,1,1,0,1,1,0,1,0,73.62777777777778,-13.350000000000023,0_12,1,1,0
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,1,0,1,0,1,1,4,1,1,0,1,1,0,72.15588235294118,-13.449999999999818,25_48,0,1,1
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,0,1,1,0,0,0,2,0,0,1,0,0,1,79.40357142857144,81.40000000000009,13_24,0,1,0
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,12.4,0.0,0_12,1,0,0
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,0,1,0,0,0,0,1,0,0,1,0,0,0,48.75476190476191,-12.149999999999977,13_24,0,0,0
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0,0,0,1,0,0,1,1,0,1,0,0,1,20.5375,-9.049999999999983,0_12,1,0,0
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,0,0,0,0,0,0,0,0,0,0,1,0,1,17.485714285714288,-10.649999999999977,13_24,0,0,0
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,0,1,0,0,0,0,1,0,0,1,0,1,0,58.02682926829268,115.09999999999991,25_48,0,0,1
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,1,0,0,1,0,1,3,1,1,0,1,1,0,72.12159090909091,81.64999999999964,25_48,0,1,1
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,0,1,1,0,0,1,3,0,1,1,0,0,1,75.85714285714286,-15.0,0_12,1,1,0
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.64857142857143,12.650000000000091,49_plus,0,0,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,1,1,1,0,1,1,5,1,1,0,1,1,0,111.36027397260274,230.89999999999964,49_plus,0,1,1
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.878333333333334,54.0,49_plus,0,0,0
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,1,1,0,1,1,0,4,1,1,1,0,0,1,90.5547619047619,-29.34999999999991,13_24,0,1,1
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,0,0,0,0,0,0,0,0,0,0,1,1,0,23.496,8.999999999999886,13_24,0,0,0
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,0,1,1,1,1,1,5,1,1,1,0,0,1,108.6625,-49.899999999999636,49_plus,0,1,1
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,0,1,1,1,1,1,5,1,1,0,1,1,0,110.15958904109588,-40.350000000000364,49_plus,0,1,1
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,0,0,0,0,0,0,0,0,0,1,0,0,0,10.375,0.0,0_12,1,0,0
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,1,0,0,1,1,1,4,1,1,0,1,1,0,95.75535714285715,-70.15000000000009,25_48,0,1,1
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,0,1,0,1,0,0,2,1,0,1,0,1,0,74.15333333333334,-8.400000000000091,13_24,0,1,0
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,1,0,1,0,1,1,4,1,1,0,1,0,1,102.85416666666667,-88.55000000000018,49_plus,0,1,1
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,0,0,0,0,1,0,1,0,1,1,0,1,0,73.85357142857143,16.050000000000068,13_24,0,1,0
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,0,0,0,0,0,0,0,0,0,1,0,1,0,65.75444444444445,-70.44999999999982,25_48,0,0,1
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,0,1,0,1,0,0,2,1,0,0,1,1,0,78.96617647058824,46.5,25_48,0,1,1
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,1,1,1,1,0,1,5,1,1,0,1,1,0,57.249315068493146,186.79999999999973,49_plus,0,0,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,39.95,0.0,0_12,1,1,0
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,0,1,1,1,1,5,1,1,1,0,0,1,96.7225,-90.94999999999982,13_24,0,1,1
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,0,1,1,1,1,1,5,1,1,0,1,1,0,102.37076923076924,97.30000000000018,49_plus,0,1,1
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,0,0,0,0,0,0,0,0,0,1,0,1,0,28.166666666666668,-7.5,0_12,1,0,0
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0,0,0,0,0,0,0,0,0,1,0,0,1,12.625,0.0,0_12,1,0,0
Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,0,0,0,0,0,0,0,0,0,0,1,0,0,18.13225806451613,-80.54999999999995,49_plus,0,0,0
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,No,0,0,0,0,0,0,0,0,0,0,1,0,1,18.001666666666665,-39.950000000000045,25_48,0,0,0
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,0,0,0,0,0,1,1,0,1,1,0,0,1,82.32708333333333,-20.549999999999955,13_24,0,1,1
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,1,1,1,0,1,1,5,1,1,1,0,1,0,59.266379310344824,88.69999999999982,49_plus,0,0,1
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,1,1,1,1,0,0,4,1,0,0,1,1,0,43.01095890410959,-118.19999999999982,49_plus,0,0,1
Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,1,1,1,1,1,0,5,1,1,0,1,1,0,56.55522388059701,53.59999999999991,49_plus,0,0,1
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,0,1,1,1,1,1,5,1,1,0,1,1,0,80.67424242424242,-148.5,49_plus,0,1,1
